70	sample1_nopolyA_ext70_cluster_6435	chrM	9327	9396	70:1	+	1	chrM	2k_up	7876	9875	+	.	NM_001163773	Gm10222	Gm10222:chrM:9876-10417:+
70	sample1_nopolyA_ext70_cluster_3558	chr2	6638356	6638425	70:1	-	1	chr2	intron	6585244	6642462	-	.	NM_010160	Cugbp2	Cugbp2:chr2:6460744-7317825:-
70	sample1_nopolyA_ext70_cluster_3559	chr2	6654629	6654698	70:2	-	2	chr2	intron	6642660	6805897	-	.	NM_001110228	Cugbp2	Cugbp2:chr2:6460744-7317825:-
70	sample1_nopolyA_ext70_cluster_3559	chr2	6654629	6654698	70:2	-	2	chr2	intron	6642660	6805897	-	.	NM_001160293	Cugbp2	Cugbp2:chr2:6460744-7317825:-
70	sample1_nopolyA_ext70_cluster_3559	chr2	6654629	6654698	70:2	-	2	chr2	intron	6642660	6805897	-	.	NM_010160	Cugbp2	Cugbp2:chr2:6460744-7317825:-
70	sample1_nopolyA_ext70_cluster_3559	chr2	6654629	6654698	70:2	-	2	chr2	intron	6642660	6883424	-	.	NM_001110229	Cugbp2	Cugbp2:chr2:6460744-7317825:-
70	sample1_nopolyA_ext70_cluster_3559	chr2	6654629	6654698	70:2	-	2	chr2	intron	6642660	6883424	-	.	NM_001110230	Cugbp2	Cugbp2:chr2:6460744-7317825:-
70	sample1_nopolyA_ext70_cluster_3559	chr2	6654629	6654698	70:2	-	2	chr2	intron	6642660	6883424	-	.	NM_001110231	Cugbp2	Cugbp2:chr2:6460744-7317825:-
70	sample1_nopolyA_ext70_cluster_3559	chr2	6654629	6654698	70:2	-	2	chr2	intron	6642660	6883424	-	.	NM_001110232	Cugbp2	Cugbp2:chr2:6460744-7317825:-
70	sample1_nopolyA_ext70_cluster_3559	chr2	6654629	6654698	70:2	-	2	chr2	intron	6642660	6883424	-	.	NM_001160292	Cugbp2	Cugbp2:chr2:6460744-7317825:-
70	sample1_nopolyA_ext70_cluster_2106	chr15	6666325	6666394	70:4	+	4	chr15	intron	6658681	6685364	+	.	NM_030168	Rictor	Rictor:chr15:6658381-6750400:+
70	sample1_nopolyA_ext70_cluster_3560	chr2	6686532	6686601	70:2	-	2	chr2	intron	6642660	6805897	-	.	NM_001110228	Cugbp2	Cugbp2:chr2:6460744-7317825:-
70	sample1_nopolyA_ext70_cluster_3560	chr2	6686532	6686601	70:2	-	2	chr2	intron	6642660	6805897	-	.	NM_001160293	Cugbp2	Cugbp2:chr2:6460744-7317825:-
70	sample1_nopolyA_ext70_cluster_3560	chr2	6686532	6686601	70:2	-	2	chr2	intron	6642660	6805897	-	.	NM_010160	Cugbp2	Cugbp2:chr2:6460744-7317825:-
70	sample1_nopolyA_ext70_cluster_3560	chr2	6686532	6686601	70:2	-	2	chr2	intron	6642660	6883424	-	.	NM_001110229	Cugbp2	Cugbp2:chr2:6460744-7317825:-
70	sample1_nopolyA_ext70_cluster_3560	chr2	6686532	6686601	70:2	-	2	chr2	intron	6642660	6883424	-	.	NM_001110230	Cugbp2	Cugbp2:chr2:6460744-7317825:-
70	sample1_nopolyA_ext70_cluster_3560	chr2	6686532	6686601	70:2	-	2	chr2	intron	6642660	6883424	-	.	NM_001110231	Cugbp2	Cugbp2:chr2:6460744-7317825:-
70	sample1_nopolyA_ext70_cluster_3560	chr2	6686532	6686601	70:2	-	2	chr2	intron	6642660	6883424	-	.	NM_001110232	Cugbp2	Cugbp2:chr2:6460744-7317825:-
70	sample1_nopolyA_ext70_cluster_3560	chr2	6686532	6686601	70:2	-	2	chr2	intron	6642660	6883424	-	.	NM_001160292	Cugbp2	Cugbp2:chr2:6460744-7317825:-
70	sample1_nopolyA_ext70_cluster_3561	chr2	6702129	6702198	70:1	-	1	chr2	intron	6642660	6805897	-	.	NM_001110228	Cugbp2	Cugbp2:chr2:6460744-7317825:-
70	sample1_nopolyA_ext70_cluster_3561	chr2	6702129	6702198	70:1	-	1	chr2	intron	6642660	6805897	-	.	NM_001160293	Cugbp2	Cugbp2:chr2:6460744-7317825:-
70	sample1_nopolyA_ext70_cluster_3561	chr2	6702129	6702198	70:1	-	1	chr2	intron	6642660	6805897	-	.	NM_010160	Cugbp2	Cugbp2:chr2:6460744-7317825:-
70	sample1_nopolyA_ext70_cluster_3561	chr2	6702129	6702198	70:1	-	1	chr2	intron	6642660	6883424	-	.	NM_001110229	Cugbp2	Cugbp2:chr2:6460744-7317825:-
70	sample1_nopolyA_ext70_cluster_3561	chr2	6702129	6702198	70:1	-	1	chr2	intron	6642660	6883424	-	.	NM_001110230	Cugbp2	Cugbp2:chr2:6460744-7317825:-
70	sample1_nopolyA_ext70_cluster_3561	chr2	6702129	6702198	70:1	-	1	chr2	intron	6642660	6883424	-	.	NM_001110231	Cugbp2	Cugbp2:chr2:6460744-7317825:-
70	sample1_nopolyA_ext70_cluster_3561	chr2	6702129	6702198	70:1	-	1	chr2	intron	6642660	6883424	-	.	NM_001110232	Cugbp2	Cugbp2:chr2:6460744-7317825:-
70	sample1_nopolyA_ext70_cluster_3561	chr2	6702129	6702198	70:1	-	1	chr2	intron	6642660	6883424	-	.	NM_001160292	Cugbp2	Cugbp2:chr2:6460744-7317825:-
70	sample1_nopolyA_ext70_cluster_3562	chr2	6719305	6719374	70:5	-	5	chr2	intron	6642660	6805897	-	.	NM_001110228	Cugbp2	Cugbp2:chr2:6460744-7317825:-
70	sample1_nopolyA_ext70_cluster_3562	chr2	6719305	6719374	70:5	-	5	chr2	intron	6642660	6805897	-	.	NM_001160293	Cugbp2	Cugbp2:chr2:6460744-7317825:-
70	sample1_nopolyA_ext70_cluster_3562	chr2	6719305	6719374	70:5	-	5	chr2	intron	6642660	6805897	-	.	NM_010160	Cugbp2	Cugbp2:chr2:6460744-7317825:-
70	sample1_nopolyA_ext70_cluster_3562	chr2	6719305	6719374	70:5	-	5	chr2	intron	6642660	6883424	-	.	NM_001110229	Cugbp2	Cugbp2:chr2:6460744-7317825:-
70	sample1_nopolyA_ext70_cluster_3562	chr2	6719305	6719374	70:5	-	5	chr2	intron	6642660	6883424	-	.	NM_001110230	Cugbp2	Cugbp2:chr2:6460744-7317825:-
70	sample1_nopolyA_ext70_cluster_3562	chr2	6719305	6719374	70:5	-	5	chr2	intron	6642660	6883424	-	.	NM_001110231	Cugbp2	Cugbp2:chr2:6460744-7317825:-
70	sample1_nopolyA_ext70_cluster_3562	chr2	6719305	6719374	70:5	-	5	chr2	intron	6642660	6883424	-	.	NM_001110232	Cugbp2	Cugbp2:chr2:6460744-7317825:-
70	sample1_nopolyA_ext70_cluster_3562	chr2	6719305	6719374	70:5	-	5	chr2	intron	6642660	6883424	-	.	NM_001160292	Cugbp2	Cugbp2:chr2:6460744-7317825:-
70	sample1_nopolyA_ext70_cluster_3563	chr2	6736578	6736647	70:4	-	4	chr2	intron	6642660	6805897	-	.	NM_001110228	Cugbp2	Cugbp2:chr2:6460744-7317825:-
70	sample1_nopolyA_ext70_cluster_3563	chr2	6736578	6736647	70:4	-	4	chr2	intron	6642660	6805897	-	.	NM_001160293	Cugbp2	Cugbp2:chr2:6460744-7317825:-
70	sample1_nopolyA_ext70_cluster_3563	chr2	6736578	6736647	70:4	-	4	chr2	intron	6642660	6805897	-	.	NM_010160	Cugbp2	Cugbp2:chr2:6460744-7317825:-
70	sample1_nopolyA_ext70_cluster_3563	chr2	6736578	6736647	70:4	-	4	chr2	intron	6642660	6883424	-	.	NM_001110229	Cugbp2	Cugbp2:chr2:6460744-7317825:-
70	sample1_nopolyA_ext70_cluster_3563	chr2	6736578	6736647	70:4	-	4	chr2	intron	6642660	6883424	-	.	NM_001110230	Cugbp2	Cugbp2:chr2:6460744-7317825:-
70	sample1_nopolyA_ext70_cluster_3563	chr2	6736578	6736647	70:4	-	4	chr2	intron	6642660	6883424	-	.	NM_001110231	Cugbp2	Cugbp2:chr2:6460744-7317825:-
70	sample1_nopolyA_ext70_cluster_3563	chr2	6736578	6736647	70:4	-	4	chr2	intron	6642660	6883424	-	.	NM_001110232	Cugbp2	Cugbp2:chr2:6460744-7317825:-
70	sample1_nopolyA_ext70_cluster_3563	chr2	6736578	6736647	70:4	-	4	chr2	intron	6642660	6883424	-	.	NM_001160292	Cugbp2	Cugbp2:chr2:6460744-7317825:-
70	sample1_nopolyA_ext70_cluster_3564	chr2	6769557	6769626	70:2	-	2	chr2	intron	6642660	6805897	-	.	NM_001110228	Cugbp2	Cugbp2:chr2:6460744-7317825:-
70	sample1_nopolyA_ext70_cluster_3564	chr2	6769557	6769626	70:2	-	2	chr2	intron	6642660	6805897	-	.	NM_001160293	Cugbp2	Cugbp2:chr2:6460744-7317825:-
70	sample1_nopolyA_ext70_cluster_3564	chr2	6769557	6769626	70:2	-	2	chr2	intron	6642660	6805897	-	.	NM_010160	Cugbp2	Cugbp2:chr2:6460744-7317825:-
70	sample1_nopolyA_ext70_cluster_3564	chr2	6769557	6769626	70:2	-	2	chr2	intron	6642660	6883424	-	.	NM_001110229	Cugbp2	Cugbp2:chr2:6460744-7317825:-
70	sample1_nopolyA_ext70_cluster_3564	chr2	6769557	6769626	70:2	-	2	chr2	intron	6642660	6883424	-	.	NM_001110230	Cugbp2	Cugbp2:chr2:6460744-7317825:-
70	sample1_nopolyA_ext70_cluster_3564	chr2	6769557	6769626	70:2	-	2	chr2	intron	6642660	6883424	-	.	NM_001110231	Cugbp2	Cugbp2:chr2:6460744-7317825:-
70	sample1_nopolyA_ext70_cluster_3564	chr2	6769557	6769626	70:2	-	2	chr2	intron	6642660	6883424	-	.	NM_001110232	Cugbp2	Cugbp2:chr2:6460744-7317825:-
70	sample1_nopolyA_ext70_cluster_3564	chr2	6769557	6769626	70:2	-	2	chr2	intron	6642660	6883424	-	.	NM_001160292	Cugbp2	Cugbp2:chr2:6460744-7317825:-
70	sample1_nopolyA_ext70_cluster_2346	chr16	6865690	6865759	70:3	+	3	chr16	intron	6809342	7224403	+	.	NM_021477	A2bp1	A2bp1:chr16:5884886-7412572:+
70	sample1_nopolyA_ext70_cluster_3565	chr2	6865710	6865779	70:1	-	1	chr2	intron	6642660	6883424	-	.	NM_001110229	Cugbp2	Cugbp2:chr2:6460744-7317825:-
70	sample1_nopolyA_ext70_cluster_3565	chr2	6865710	6865779	70:1	-	1	chr2	intron	6642660	6883424	-	.	NM_001110230	Cugbp2	Cugbp2:chr2:6460744-7317825:-
70	sample1_nopolyA_ext70_cluster_3565	chr2	6865710	6865779	70:1	-	1	chr2	intron	6642660	6883424	-	.	NM_001110231	Cugbp2	Cugbp2:chr2:6460744-7317825:-
70	sample1_nopolyA_ext70_cluster_3565	chr2	6865710	6865779	70:1	-	1	chr2	intron	6642660	6883424	-	.	NM_001110232	Cugbp2	Cugbp2:chr2:6460744-7317825:-
70	sample1_nopolyA_ext70_cluster_3565	chr2	6865710	6865779	70:1	-	1	chr2	intron	6642660	6883424	-	.	NM_001160292	Cugbp2	Cugbp2:chr2:6460744-7317825:-
70	sample1_nopolyA_ext70_cluster_3566	chr2	6873739	6873808	70:2	-	2	chr2	intron	6642660	6883424	-	.	NM_001110229	Cugbp2	Cugbp2:chr2:6460744-7317825:-
70	sample1_nopolyA_ext70_cluster_3566	chr2	6873739	6873808	70:2	-	2	chr2	intron	6642660	6883424	-	.	NM_001110230	Cugbp2	Cugbp2:chr2:6460744-7317825:-
70	sample1_nopolyA_ext70_cluster_3566	chr2	6873739	6873808	70:2	-	2	chr2	intron	6642660	6883424	-	.	NM_001110231	Cugbp2	Cugbp2:chr2:6460744-7317825:-
70	sample1_nopolyA_ext70_cluster_3566	chr2	6873739	6873808	70:2	-	2	chr2	intron	6642660	6883424	-	.	NM_001110232	Cugbp2	Cugbp2:chr2:6460744-7317825:-
70	sample1_nopolyA_ext70_cluster_3566	chr2	6873739	6873808	70:2	-	2	chr2	intron	6642660	6883424	-	.	NM_001160292	Cugbp2	Cugbp2:chr2:6460744-7317825:-
70	sample1_nopolyA_ext70_cluster_2347	chr16	6915648	6915717	70:1	+	1	chr16	intron	6809342	7224403	+	.	NM_021477	A2bp1	A2bp1:chr16:5884886-7412572:+
70	sample1_nopolyA_ext70_cluster_3567	chr2	6919693	6919762	70:1	-	1	chr2	intron	6883461	7002152	-	.	NM_001110229	Cugbp2	Cugbp2:chr2:6460744-7317825:-
70	sample1_nopolyA_ext70_cluster_3567	chr2	6919693	6919762	70:1	-	1	chr2	intron	6883461	7002152	-	.	NM_001110230	Cugbp2	Cugbp2:chr2:6460744-7317825:-
70	sample1_nopolyA_ext70_cluster_3567	chr2	6919693	6919762	70:1	-	1	chr2	intron	6883461	7002152	-	.	NM_001160292	Cugbp2	Cugbp2:chr2:6460744-7317825:-
70	sample1_nopolyA_ext70_cluster_3567	chr2	6919693	6919762	70:1	-	1	chr2	intron	6883461	7106515	-	.	NM_001110231	Cugbp2	Cugbp2:chr2:6460744-7317825:-
70	sample1_nopolyA_ext70_cluster_3567	chr2	6919693	6919762	70:1	-	1	chr2	intron	6883461	7106515	-	.	NM_001110232	Cugbp2	Cugbp2:chr2:6460744-7317825:-
70	sample1_nopolyA_ext70_cluster_2348	chr16	6920626	6920695	70:2	+	2	chr16	intron	6809342	7224403	+	.	NM_021477	A2bp1	A2bp1:chr16:5884886-7412572:+
70	sample1_nopolyA_ext70_cluster_3568	chr2	6983252	6983321	70:1	-	1	chr2	intron	6883461	7002152	-	.	NM_001110229	Cugbp2	Cugbp2:chr2:6460744-7317825:-
70	sample1_nopolyA_ext70_cluster_3568	chr2	6983252	6983321	70:1	-	1	chr2	intron	6883461	7002152	-	.	NM_001110230	Cugbp2	Cugbp2:chr2:6460744-7317825:-
70	sample1_nopolyA_ext70_cluster_3568	chr2	6983252	6983321	70:1	-	1	chr2	intron	6883461	7002152	-	.	NM_001160292	Cugbp2	Cugbp2:chr2:6460744-7317825:-
70	sample1_nopolyA_ext70_cluster_3568	chr2	6983252	6983321	70:1	-	1	chr2	intron	6883461	7106515	-	.	NM_001110231	Cugbp2	Cugbp2:chr2:6460744-7317825:-
70	sample1_nopolyA_ext70_cluster_3568	chr2	6983252	6983321	70:1	-	1	chr2	intron	6883461	7106515	-	.	NM_001110232	Cugbp2	Cugbp2:chr2:6460744-7317825:-
70	sample1_nopolyA_ext70_cluster_3569	chr2	6989959	6990028	70:2	-	2	chr2	intron	6883461	7002152	-	.	NM_001110229	Cugbp2	Cugbp2:chr2:6460744-7317825:-
70	sample1_nopolyA_ext70_cluster_3569	chr2	6989959	6990028	70:2	-	2	chr2	intron	6883461	7002152	-	.	NM_001110230	Cugbp2	Cugbp2:chr2:6460744-7317825:-
70	sample1_nopolyA_ext70_cluster_3569	chr2	6989959	6990028	70:2	-	2	chr2	intron	6883461	7002152	-	.	NM_001160292	Cugbp2	Cugbp2:chr2:6460744-7317825:-
70	sample1_nopolyA_ext70_cluster_3569	chr2	6989959	6990028	70:2	-	2	chr2	intron	6883461	7106515	-	.	NM_001110231	Cugbp2	Cugbp2:chr2:6460744-7317825:-
70	sample1_nopolyA_ext70_cluster_3569	chr2	6989959	6990028	70:2	-	2	chr2	intron	6883461	7106515	-	.	NM_001110232	Cugbp2	Cugbp2:chr2:6460744-7317825:-
70	sample1_nopolyA_ext70_cluster_2349	chr16	6991753	6991822	70:2	+	2	chr16	intron	6809342	7224403	+	.	NM_021477	A2bp1	A2bp1:chr16:5884886-7412572:+
70	sample1_nopolyA_ext70_cluster_2350	chr16	6993657	6993726	70:1	+	1	chr16	intron	6809342	7224403	+	.	NM_021477	A2bp1	A2bp1:chr16:5884886-7412572:+
70	sample1_nopolyA_ext70_cluster_3233	chr19	7011782	7011851	70:2	-	2	chr19	1k_dn	7011560	7012559	-	.	NM_207220	Gpr137	Gpr137:chr19:7012560-7015969:-
70	sample1_nopolyA_ext70_cluster_3141	chr19	7015362	7015431	70:4	+	4	chr19	2k_up	7014345	7016344	+	.	NM_007522	Bad	Bad:chr19:7016345-7026383:+
11	sample1_nopolyA_ext70_cluster_773	chr11	7038421	7038490	70:1	+	1	chr11	CDS	7038290	7038431	+	2	NM_009622	Adcy1	Adcy1:chr11:6963492-7078508:+
11	sample1_nopolyA_ext70_cluster_773	chr11	7038421	7038490	70:1	+	1	chr11	exon	7038290	7038431	+	2	NM_009622	Adcy1	Adcy1:chr11:6963492-7078508:+
59	sample1_nopolyA_ext70_cluster_773	chr11	7038421	7038490	70:1	+	1	chr11	intron	7038432	7039036	+	.	NM_009622	Adcy1	Adcy1:chr11:6963492-7078508:+
70	sample1_nopolyA_ext70_cluster_2351	chr16	7110513	7110582	70:1	+	1	chr16	intron	6809342	7224403	+	.	NM_021477	A2bp1	A2bp1:chr16:5884886-7412572:+
70	sample1_nopolyA_ext70_cluster_2351	chr16	7110513	7110582	70:1	+	1	chr16	intron	7070179	7224403	+	.	NM_183188	A2bp1	A2bp1:chr16:5884886-7412572:+
70	sample1_nopolyA_ext70_cluster_2352	chr16	7199054	7199123	70:1	+	1	chr16	intron	6809342	7224403	+	.	NM_021477	A2bp1	A2bp1:chr16:5884886-7412572:+
70	sample1_nopolyA_ext70_cluster_2352	chr16	7199054	7199123	70:1	+	1	chr16	intron	7070179	7224403	+	.	NM_183188	A2bp1	A2bp1:chr16:5884886-7412572:+
70	sample1_nopolyA_ext70_cluster_3570	chr2	7226591	7226660	70:2	-	2	chr2	intron	7106555	7317484	-	.	NM_001110231	Cugbp2	Cugbp2:chr2:6460744-7317825:-
70	sample1_nopolyA_ext70_cluster_3570	chr2	7226591	7226660	70:2	-	2	chr2	intron	7106555	7317484	-	.	NM_001110232	Cugbp2	Cugbp2:chr2:6460744-7317825:-
70	sample1_nopolyA_ext70_cluster_3143	chr19	7254343	7254412	70:1	+	1	chr19	intron	7140694	7260065	+	.	NM_134147	Macrod1	Macrod1:chr19:7131258-7272552:+
70	sample1_nopolyA_ext70_cluster_3020	chr18	7369768	7369837	70:1	-	1	chr18	intron	7356234	7379986	-	.	NM_001081287	Mpp7	Mpp7:chr18:7347960-7626861:-
70	sample1_nopolyA_ext70_cluster_2641	chr17	7390171	7390240	70:1	+	1	chr17	intron	7374793	7432261	+	.	NM_011299	Rps6ka2	Rps6ka2:chr17:7374464-7507664:+
70	sample1_nopolyA_ext70_cluster_3234	chr19	7403648	7403717	70:3	-	3	chr19	intron	7365273	7415657	-	.	NM_001080388	Mark2	Mark2:chr19:7349886-7416334:-
70	sample1_nopolyA_ext70_cluster_3234	chr19	7403648	7403717	70:3	-	3	chr19	intron	7365273	7415657	-	.	NM_001080389	Mark2	Mark2:chr19:7349886-7416334:-
70	sample1_nopolyA_ext70_cluster_3234	chr19	7403648	7403717	70:3	-	3	chr19	intron	7365273	7415657	-	.	NM_007928	Mark2	Mark2:chr19:7349886-7416334:-
70	sample1_nopolyA_ext70_cluster_2642	chr17	7482551	7482620	70:4	+	4	chr17	intron	7481915	7486117	+	.	NM_011299	Rps6ka2	Rps6ka2:chr17:7374464-7507664:+
70	sample1_nopolyA_ext70_cluster_626	chr10	7497369	7497438	70:2	-	2	chr10	intron	7495168	7497571	-	.	NM_145418	BC013529	BC013529:chr10:7487745-7500715:-
70	sample1_nopolyA_ext70_cluster_6086	chr9	7563734	7563803	70:1	+	1	chr9	intron	7563222	7564878	+	.	NM_008611	Mmp8	Mmp8:chr9:7558429-7568486:+
71	sample1_nopolyA_ext70_cluster_3021	chr18	7607689	7607759	1:2|69:6|1:4	-	6	chr18	intron	7561871	7626730	-	.	NM_001081287	Mpp7	Mpp7:chr18:7347960-7626861:-
71	sample1_nopolyA_ext70_cluster_3021	chr18	7607689	7607759	1:2|69:6|1:4	-	6	chr18	intron	7561871	7626730	-	.	NM_001161620	Mpp7	Mpp7:chr18:7347960-7626861:-
72	sample1_nopolyA_ext70_cluster_2783	chr17	7955791	7955862	2:2|68:4|2:2	-	4	chr17	intron	7951396	7957822	-	.	NM_001081416	Fndc1	Fndc1:chr17:7931433-7997839:-
7	sample1_nopolyA_ext70_cluster_4796	chr5	8127320	8127389	70:1	-	1	chr5	intron	8121168	8127326	-	.	NM_001007220	Adam22	Adam22:chr5:8072352-8368081:-
7	sample1_nopolyA_ext70_cluster_4796	chr5	8127320	8127389	70:1	-	1	chr5	intron	8121168	8127326	-	.	NM_001007221	Adam22	Adam22:chr5:8072352-8368081:-
7	sample1_nopolyA_ext70_cluster_4796	chr5	8127320	8127389	70:1	-	1	chr5	intron	8121168	8127326	-	.	NM_001098225	Adam22	Adam22:chr5:8072352-8368081:-
63	sample1_nopolyA_ext70_cluster_4796	chr5	8127320	8127389	70:1	-	1	chr5	CDS	8127327	8127432	-	1	NM_001007220	Adam22	Adam22:chr5:8072352-8368081:-
63	sample1_nopolyA_ext70_cluster_4796	chr5	8127320	8127389	70:1	-	1	chr5	CDS	8127327	8127432	-	1	NM_001007221	Adam22	Adam22:chr5:8072352-8368081:-
63	sample1_nopolyA_ext70_cluster_4796	chr5	8127320	8127389	70:1	-	1	chr5	CDS	8127327	8127432	-	1	NM_001098225	Adam22	Adam22:chr5:8072352-8368081:-
63	sample1_nopolyA_ext70_cluster_4796	chr5	8127320	8127389	70:1	-	1	chr5	exon	8127327	8127432	-	1	NM_001007220	Adam22	Adam22:chr5:8072352-8368081:-
63	sample1_nopolyA_ext70_cluster_4796	chr5	8127320	8127389	70:1	-	1	chr5	exon	8127327	8127432	-	1	NM_001007221	Adam22	Adam22:chr5:8072352-8368081:-
63	sample1_nopolyA_ext70_cluster_4796	chr5	8127320	8127389	70:1	-	1	chr5	exon	8127327	8127432	-	1	NM_001098225	Adam22	Adam22:chr5:8072352-8368081:-
70	sample1_nopolyA_ext70_cluster_2226	chr15	8312472	8312541	70:1	-	1	chr15	intron	8311879	8315791	-	.	NM_027707	Nipbl	Nipbl:chr15:8241225-8394463:-
70	sample1_nopolyA_ext70_cluster_2226	chr15	8312472	8312541	70:1	-	1	chr15	intron	8311879	8315791	-	.	NM_201232	Nipbl	Nipbl:chr15:8241225-8394463:-
70	sample1_nopolyA_ext70_cluster_967	chr11	8445623	8445692	70:1	-	1	chr11	intron	8445355	8447273	-	.	NM_001083587	Tns3	Tns3:chr11:8331655-8564538:-
70	sample1_nopolyA_ext70_cluster_2353	chr16	8533016	8533085	70:1	+	1	chr16	intron	8513668	8572928	+	.	NM_172961	Abat	Abat:chr16:8513582-8621660:+
70	sample1_nopolyA_ext70_cluster_234	chr1	8537847	8537916	70:1	-	1	chr1	intron	8455635	8544805	-	.	NM_027671	Sntg1	Sntg1:chr1:8352742-9289811:-
70	sample1_nopolyA_ext70_cluster_235	chr1	8574774	8574843	70:1	-	1	chr1	intron	8573416	8585492	-	.	NM_027671	Sntg1	Sntg1:chr1:8352742-9289811:-
70	sample1_nopolyA_ext70_cluster_1160	chr12	8736687	8736756	70:3	+	3	chr12	intron	8735956	8740078	+	.	NM_001160219	Pum2	Pum2:chr12:8680940-8759387:+
70	sample1_nopolyA_ext70_cluster_1160	chr12	8736687	8736756	70:3	+	3	chr12	intron	8735956	8740078	+	.	NM_001160220	Pum2	Pum2:chr12:8680940-8759387:+
70	sample1_nopolyA_ext70_cluster_1160	chr12	8736687	8736756	70:3	+	3	chr12	intron	8735956	8740078	+	.	NM_001160221	Pum2	Pum2:chr12:8680940-8759387:+
70	sample1_nopolyA_ext70_cluster_1160	chr12	8736687	8736756	70:3	+	3	chr12	intron	8735956	8740078	+	.	NM_030723	Pum2	Pum2:chr12:8680940-8759387:+
70	sample1_nopolyA_ext70_cluster_1160	chr12	8736687	8736756	70:3	+	3	chr12	intron	8735956	8750566	+	.	NM_001160222	Pum2	Pum2:chr12:8680940-8759387:+
70	sample1_nopolyA_ext70_cluster_1160	chr12	8736687	8736756	70:3	+	3	chr12	intron	8735956	8750566	+	.	NR_027670	Pum2	Pum2:chr12:8680940-8759387:+
70	sample1_nopolyA_ext70_cluster_3146	chr19	8799418	8799487	70:2	+	2	chr19	2k_up	8798356	8800355	+	.	NR_004445	Snord22	Snord22:chr19:8800356-8800481:+
70	sample1_nopolyA_ext70_cluster_3146	chr19	8799418	8799487	70:2	+	2	chr19	intron	8799212	8799503	+	.	NR_002896	Snhg1	Snhg1:chr19:8797977-8800816:+
70	sample1_nopolyA_ext70_cluster_1791	chr14	8919745	8919814	70:1	+	1	chr14	intron	8916516	8919977	+	.	NM_025938	Rpp14	Rpp14:chr14:8912827-8924359:+
70	sample1_nopolyA_ext70_cluster_4010	chr3	8986583	8986652	70:3	-	3	chr3	intron	8953800	9004404	-	.	NM_001025263	Tpd52	Tpd52:chr3:8929436-9004515:-
70	sample1_nopolyA_ext70_cluster_4010	chr3	8986583	8986652	70:3	-	3	chr3	intron	8953800	9004404	-	.	NM_001025264	Tpd52	Tpd52:chr3:8929436-9004515:-
70	sample1_nopolyA_ext70_cluster_4010	chr3	8986583	8986652	70:3	-	3	chr3	intron	8953800	9004404	-	.	NM_009412	Tpd52	Tpd52:chr3:8929436-9004515:-
70	sample1_nopolyA_ext70_cluster_3147	chr19	8990244	8990313	70:4	+	4	chr19	exon	8990115	8991155	+	1	NM_008060	Ganab	Ganab:chr19:8972601-8991155:+
70	sample1_nopolyA_ext70_cluster_3147	chr19	8990244	8990313	70:4	+	4	chr19	3UTR	8990225	8991155	+	-1	NM_008060	Ganab	Ganab:chr19:8972601-8991155:+
70	sample1_nopolyA_ext70_cluster_1163	chr12	9019040	9019109	70:1	+	1	chr12	intron	9015496	9019466	+	.	NM_001159527	Wdr35	Wdr35:chr12:8980807-9035652:+
70	sample1_nopolyA_ext70_cluster_1163	chr12	9019040	9019109	70:1	+	1	chr12	intron	9015496	9019466	+	.	NM_172470	Wdr35	Wdr35:chr12:8980807-9035652:+
70	sample1_nopolyA_ext70_cluster_3148	chr19	9028903	9028972	70:1	+	1	chr19	intron	9028512	9029876	+	.	NM_197993	Tut1	Tut1:chr19:9028340-9040700:+
70	sample1_nopolyA_ext70_cluster_1455	chr13	9096036	9096105	70:1	+	1	chr13	intron	9093427	9121353	+	.	NM_172585	Larp5	Larp5:chr13:9093151-9172336:+
70	sample1_nopolyA_ext70_cluster_2647	chr17	9165992	9166061	70:1	+	1	chr17	intron	9162566	9167587	+	.	NM_011866	Pde10a	Pde10a:chr17:8994610-9179513:+
70	sample1_nopolyA_ext70_cluster_1456	chr13	9278407	9278476	70:1	+	1	chr13	intron	9276313	9492350	+	.	NM_001081426	Dip2c	Dip2c:chr13:9275772-9668171:+
70	sample1_nopolyA_ext70_cluster_1457	chr13	9329864	9329933	70:1	+	1	chr13	intron	9276313	9492350	+	.	NM_001081426	Dip2c	Dip2c:chr13:9275772-9668171:+
70	sample1_nopolyA_ext70_cluster_3025	chr18	9375958	9376027	70:2	-	2	chr18	intron	9353506	9377791	-	.	NM_026484	Ccny	Ccny:chr18:9314042-9450148:-
70	sample1_nopolyA_ext70_cluster_5905	chr8	9451918	9451987	70:1	-	1	chr8	intron	9233106	9770076	-	.	NM_173446	Fam155a	Fam155a:chr8:9206010-9771023:-
70	sample1_nopolyA_ext70_cluster_4798	chr5	9487331	9487400	70:1	-	1	chr5	intron	9485842	9504724	-	.	NM_181850	Grm3	Grm3:chr5:9485236-9725352:-
70	sample1_nopolyA_ext70_cluster_5906	chr8	9541249	9541318	70:2	-	2	chr8	intron	9233106	9770076	-	.	NM_173446	Fam155a	Fam155a:chr8:9206010-9771023:-
70	sample1_nopolyA_ext70_cluster_628	chr10	9552346	9552415	70:3	-	3	chr10	intron	9545247	9555631	-	.	NM_001081344	Stxbp5	Stxbp5:chr10:9475345-9620838:-
70	sample1_nopolyA_ext70_cluster_4799	chr5	9567849	9567918	70:1	-	1	chr5	intron	9512525	9569918	-	.	NM_181850	Grm3	Grm3:chr5:9485236-9725352:-
